Iteration,tanh_1_3,tanh_1_4,tanh_1_5,tanh_1_6,tanh_1_7,tanh_1_8,tanh_1_9,tanh_2_3,tanh_2_4,tanh_2_5,tanh_2_6,tanh_2_7,tanh_2_8,tanh_2_9,tanh_3_3,tanh_3_4,tanh_3_5,tanh_3_6,tanh_3_7,tanh_3_8,tanh_3_9,tanh_4_3,tanh_4_4,tanh_4_5,tanh_4_6,tanh_4_7,tanh_4_8,tanh_4_9,sigmoid_1_3,sigmoid_1_4,sigmoid_1_5,sigmoid_1_6,sigmoid_1_7,sigmoid_1_8,sigmoid_1_9,sigmoid_2_3,sigmoid_2_4,sigmoid_2_5,sigmoid_2_6,sigmoid_2_7,sigmoid_2_8,sigmoid_2_9,sigmoid_3_3,sigmoid_3_4,sigmoid_3_5,sigmoid_3_6,sigmoid_3_7,sigmoid_3_8,sigmoid_3_9,sigmoid_4_3,sigmoid_4_4,sigmoid_4_5,sigmoid_4_6,sigmoid_4_7,sigmoid_4_8,sigmoid_4_9,relu_1_3,relu_1_4,relu_1_5,relu_1_6,relu_1_7,relu_1_8,relu_1_9,relu_2_3,relu_2_4,relu_2_5,relu_2_6,relu_2_7,relu_2_8,relu_2_9,relu_3_3,relu_3_4,relu_3_5,relu_3_6,relu_3_7,relu_3_8,relu_3_9,relu_4_3,relu_4_4,relu_4_5,relu_4_6,relu_4_7,relu_4_8,relu_4_9
0,1.090975482660139,1.1036243143203568,1.1832756413861998,1.1678503994096605,1.0981648067924135,1.1091533089596464,1.1206138411972697,1.1416374849938713,1.1309128249313962,1.1415004446663137,1.0899716988120611,1.1969756495522428,1.1139816226436479,1.1895401847004283,1.0987758475124318,1.1040631058812687,1.1104559343355487,1.1102377538846842,1.1321176468975336,1.2740775690354729,1.123015571366731,1.123861428212721,1.0993317750765574,1.1035466766038164,1.0832960140877912,1.1249860450323965,1.1568592467921883,1.0907498597709913,1.1093348061733637,1.1058940768948469,1.1644398346738232,1.154913011917039,1.1305702106271023,1.1279545627152767,1.1331990607221585,1.2214643744164753,1.1020022336679407,1.110242287071499,1.103942358405339,1.1110657910703876,1.1231140057263629,1.100690935712908,1.1075791272269075,1.1086338935533486,1.103813619980695,1.1057807303092693,1.1077675842870922,1.1169358632904283,1.0992705031951306,1.1025196774808776,1.1263465108802964,1.1115136266116934,1.099935568887759,1.1004041769777855,1.0991899043198623,1.1035526896463383,1.2178264091951239,1.1846533605069212,1.2670274420041767,1.2495444898419004,1.2929838007895207,1.212600528987105,1.2890311957559004,1.1498402694095542,1.0745427727535226,1.2009177956278423,1.175769408119762,1.1735525942735665,1.0444021735234061,1.0786488810333608,1.011698161893384,1.1160217114429374,1.0842713791701626,1.0836259310603595,1.0942371021879367,1.1271446692389346,1.1245447220441782,1.2124349070271492,1.0731192239653145,1.0995332708516539,1.0976405741667348,1.128200581747507,1.096207302635264,1.0926762165597534
1000,0.3949356825404405,0.32454784686047067,0.5468265290495039,0.7937106483664003,0.6887258145105501,1.2318110097864812,1.3773925898758503,0.6923452954157632,0.2644183811516759,0.3530393746602833,0.2925134411494692,0.16121703683372787,0.37821133036365956,0.07588433636958151,0.8584988655748542,0.7903183352432698,0.6290291086414654,0.09047552910590437,0.05952201650558067,0.5721941781708446,0.14506610751154334,0.5793431949573523,0.5623605693123139,0.8405738168931359,1.172449413685606,0.41966854727821484,0.669981136939466,1.0631934529049827,0.43397913956402434,0.442549820225576,0.40986666172573627,0.39802744176525506,0.3769842754248444,0.33397937267115957,0.3676109099391737,0.5549198390967652,0.2764806260515057,0.33789267772731457,0.4864834110953725,0.3855528402283933,0.33555296734233514,0.2841457008749318,1.098737426291274,1.039712722354255,1.0126129236160561,1.0968853831914924,0.8144916546501275,0.8536010059514978,1.026457865525786,1.0987638002273397,1.0989106772979158,1.0989320019175568,1.0989791884058693,1.0941451893960705,1.0987213481803735,1.0990978075587727,0.52935598176021,1.112861655107755,1.0383649530404544,1.0557219134791545,0.6492462956785473,1.1418569102895766,1.112519767286806,1.122624405723513,1.0465202989988638,1.2829725328953092,2.064070732509556,1.1215916309873508,1.245619441120014,1.123174893868845,1.1367285785272427,1.115510772925635,1.194784454141461,1.1255360151836227,0.6866149365131732,1.107413480374633,1.0996392335423457,1.161781978488309,1.1063552333510354,1.099052826902932,1.1436653638207868,1.09120332735613,1.0968225543353645,1.1307743952023976
2000,0.385533448638913,0.3012881708662203,0.6607045920457556,1.0600133642179856,0.7665184318792088,1.4993149539374329,1.5126598607208175,0.8655443166916602,0.13200675723190333,0.22943886576118327,0.09326226002438015,0.09873989010295696,0.3585670600809036,0.05835799190244862,0.8125357511091016,0.5738486172700732,0.40474931380654217,0.06450559029280976,0.0170925686968702,0.39470276545526123,0.04521799491612171,0.46696655239788987,0.5480054265890628,0.9691952753765791,0.9808079548401405,0.2079174905801942,0.47857243683018397,0.8321357216912859,0.37000269285389875,0.35715296312664757,0.32820733002014935,0.30674984976982467,0.267049371248706,0.24997303313650113,0.27518313045791387,0.26573934429162344,0.2160967307032643,0.19754043037693175,0.2316375450416025,0.18319168048435455,0.1521582849596945,0.19376004437406386,1.0985997228318245,0.2964098188209163,0.3486831823794813,0.8315072773922523,0.23546565349884666,0.16263568884373747,0.22423030343665798,1.0985909837319656,1.0988550647533195,1.0988538047928464,1.098894598671252,0.6041009719869759,1.0961863223538484,1.0989282350646155,0.524526109491106,1.112954759592604,1.0381966628815256,1.3934982001324607,0.6119580808391811,1.1327621890281552,1.0929605525849204,1.1214592435615418,1.057390998883876,1.2245897572741533,2.0858594340857644,1.1109008878305646,1.2606176309295845,1.1339331007366742,1.1366914838908748,1.109287983625481,1.1942481411127595,1.125851294546651,0.6052093751834082,1.1090034541226175,1.0985094469276335,1.1336514790446228,1.1093374992246856,1.0989914627005084,1.1431723851428415,1.0993284890533952,1.0976133375875274,1.1466711698384375
3000,0.3575291622311801,0.27562456428266935,0.3330776034430452,1.2916252643821595,0.6278356468443728,1.5949157206934372,1.6401818992149613,0.967026456549938,0.6779120438547688,0.2823193639920131,0.17321071903246832,0.10829464238775624,0.32733083234182325,0.03976554194123415,0.8160520041861974,0.7302727158099346,0.3869628679236193,0.045995974325877036,0.011558719192766072,0.26544407406873555,0.010377997792080288,0.8343619663911563,0.5514706902219565,0.9374257760323544,0.8075523283422144,0.32920032194969234,0.1871896670289021,0.5625788448947853,0.33502215755777853,0.3270222595871151,0.29049146068643517,0.2521393817084786,0.23210606276740398,0.22120420052563017,0.2376385922235505,0.24373462856626088,0.19598304693317123,0.15810531730427932,0.1529442355872614,0.12056167925970618,0.10948672186480432,0.134797678740938,1.0981360981878117,0.23278644636896934,0.23407401904087025,0.208260354789328,0.1437421212611048,0.08193485333243611,0.06503037818894766,1.097957306255842,1.0988100496440205,1.0987988050984148,1.0988297929547943,0.24565187172936695,0.8834505580568165,1.0987070467820748,0.5165736686731169,1.1132294110577285,1.042329794006066,1.9166969144125268,0.5815636354837886,1.1271558463264288,1.0817789682729304,1.120635395249901,1.0671559729090432,1.1875569050503543,1.9258231004300452,1.1055675305324095,1.2739875350716363,1.1403006704800458,1.1366611136750298,1.1055160723582338,1.193873097619962,1.125972540351859,0.7514272852240714,1.110174395108089,1.0983683076340662,1.1185716724185044,1.1106680270760345,1.0989412224432846,1.1427943819396627,1.1046920061862755,1.098103240774125,1.1536053676923939
4000,0.3379443632603602,0.24335864664805987,0.3253930502828162,1.37674866293633,0.44140976638884993,1.628831612464373,1.6912732868757572,0.9129912566288917,0.15563901688391726,0.27819910374701784,0.12385985592783419,0.09711480179949847,0.2673812050560661,0.04060708410734036,0.7983665219343111,0.5490550684391744,0.34612007123444916,0.04954506275105313,0.010118016571263124,0.09981871609357,0.008279904227828755,1.3481998057786366,0.6129635948813436,0.9217204693449911,0.6915396982892226,0.030214667564671165,0.05045956236721327,0.8235403365284336,0.31835542623173757,0.31041585929499926,0.2712920160797967,0.2331499760655022,0.21414919607408126,0.2068084932089075,0.21594869640990141,0.22360884468331882,0.18385483101567385,0.14229338771569008,0.12765343244572347,0.09588133326902959,0.08871553769849262,0.09408813317203127,1.028673074161854,0.14829095852990118,0.13899648164529607,0.1517959959915739,0.09591590074466536,0.04311185816673183,0.04580125876075824,1.0434682560541293,1.0987737729607971,1.0987586974162449,1.0987782224023284,0.13279490053649234,0.2833589978083934,1.097799133463088,0.48741623482611707,1.1135653629088649,1.0489614158014426,2.354183449234186,0.5866755676481014,1.1238093395279989,1.0764380308118393,1.1200571459791426,1.075039946694562,1.1642834133831428,1.7382533723808207,1.1032542266183267,1.2848264379813636,1.1439428457599785,1.1366362488940056,1.103165629957705,1.1936069613291624,1.125929673039735,0.8092671028240931,1.1104317860889312,1.0985991466943745,1.1102359234477674,1.1109766788299746,1.0989000896110108,1.1424051549819902,1.1079153520591893,1.0983833299984112,1.1562954077369567
5000,0.3265001969887161,0.3609030942525125,0.31423402555399055,1.437474722867551,0.5125359032064534,1.638091815573285,1.7003944410542429,0.8605714166060116,0.29430291899800676,0.3535331099590505,0.11566672847448388,0.09387917516889444,0.2645171557934159,0.07712228875529359,0.815916266583804,0.5503657641107352,0.3975165470833907,0.08712716901814394,0.009603928694101814,0.09554477675248636,0.00805197929964074,1.190944089353952,0.9466158094197056,0.9029908181663722,1.2033419909402208,0.33184077954983043,0.04661009797536203,1.1153721619679002,0.30811368028774744,0.2995923079372169,0.25924872622363077,0.2228576404119107,0.2009258528720826,0.19786566394402919,0.20374206535647565,0.21343535088808369,0.17618894006144745,0.1293485220406519,0.11287601080751657,0.08261470716060573,0.0760109999839516,0.07645213825242725,0.2986070302626834,0.15001491880992754,0.08026244889975558,0.09007462543033222,0.05652092663193382,0.0380024912312648,0.03888915076667362,0.9799494875521794,1.0987446012088677,1.0987295687736294,1.0987366445919433,0.355949520182399,0.14028389975450214,0.9858120853942776,0.4976734657875016,1.1139544867339062,1.056467514486468,2.7913670056558533,0.5785857419030225,1.1219119327598388,1.0749506270105829,1.1196476687292567,1.0813609685880217,1.14928563557512,1.5863505777714035,1.1025259102581026,1.2933100253314507,1.1463185075021252,1.1366158915367006,1.1016665159978691,1.1934122430296947,1.1258847934672358,0.8083861788053437,1.1102234106596482,1.0953586688163297,1.105492134960971,1.1109466415677405,1.0988664132330552,1.1420211836802343,1.1097642322297592,1.0985432805064745,1.155957111492757
6000,0.3612991622469947,0.24690727382592392,0.29322377275575123,1.4816274296004308,0.6402254267050194,1.637316107486699,1.7029653859325955,0.9137018294992197,0.18072191771429907,0.3611500920537301,0.11130106482057407,0.093027418418778,0.3430834176388244,0.044192054972640095,0.7265427834136674,1.062786014127705,0.2821164943974431,0.06800386796444854,0.009246204153907991,0.12792945891104582,0.00802613500825228,1.1056115985008586,1.2347105726399383,0.8720714201296387,1.1123650212577179,0.11618038739832813,0.280487049389291,1.0246457439612633,0.3011796761364464,0.2920090069676444,0.25177337680282946,0.21290649182007645,0.18911369508085513,0.1916262925157577,0.19360915108909305,0.20919045647274687,0.17099979120958092,0.11369244052839049,0.10067655140714865,0.07343476291576373,0.06781660774647429,0.06686211384835593,0.2530961398729038,0.3283417642639078,0.07248814989712685,0.1900010262632531,0.044053502587585426,0.0349369968811859,0.03587328443436541,0.3878848442708212,1.0987210706100035,1.098708727348923,1.0987029317397292,0.03834860472751833,0.05967594123062217,0.2416028753880638,0.493710988897037,1.1142717923286871,1.0638361875569835,3.1220670978284613,0.5579017062130914,1.120793966558463,1.0758477030341094,1.1193387266184798,1.0863742026137444,1.139179638273639,1.5124838270882635,1.1025568581810892,1.2998741111186334,1.1480638449651028,1.1365992245089058,1.1007063757505986,1.1932635667921554,1.1258460029806336,0.8083212434714168,1.1097282740169667,1.0962702776262585,1.1027229310902538,1.1109220493833505,1.0988388416225063,1.1416551888633208,1.110770274806829,1.0986292688237038,1.1546534089228453
7000,0.3257697105784043,0.22766511800925984,0.477942127867873,1.5202290615160685,0.7195435038080968,1.6324300264038556,1.6704425149207762,0.8664770666419512,0.5022802988852525,0.548846247539169,0.1159104592226717,0.09546261154800172,0.24415817127746864,0.03520696820239979,0.7208206847105827,1.1143301531814955,0.3417913050468907,0.053887807287629874,0.07973535068052075,0.06974973745608663,0.007996549155052456,0.9805638589525626,1.034420276761199,0.8545705509681756,1.0999381993180206,0.07592234608529509,0.21693536575648775,1.0222790674773872,0.296296415089814,0.2864643962986449,0.2469910499155216,0.20438073435583573,0.18158499052374477,0.18703504938048862,0.18427254882871708,0.20708247987719944,0.16531383915384923,0.10261088813454594,0.08622690515665798,0.06587493906368382,0.06243564240329057,0.0609859963289789,0.24251919012070147,0.31179631431607846,0.06961119490224828,0.2836820596492476,0.03922934125370958,0.034168940895107594,0.03474860430958731,0.2990316715462147,1.0987019555548072,1.0986939322548914,1.0986754133074699,0.03634032600222634,0.043022367279096176,0.062711125594085,0.5017281877838708,1.1145716120237004,1.0705670200520694,3.381256667887938,0.5628637956882724,1.1203482296726073,1.0780965260672608,1.1191081290290141,1.090268044700858,1.1323099136988177,1.3353126454918853,1.1028955303446466,1.3047433968079722,1.1490667158266192,1.1365855788371544,1.1000796624773252,1.1931453523393722,1.1258157164446898,0.8092492484309866,1.1092759019394225,1.0970557115200414,1.1010760816577196,1.1109019152070614,1.098816268122789,1.1413771178645413,1.111416450629808,1.0986682233387646,1.1531919216362143
8000,0.28327637535271055,0.2660496365253389,0.4761368787194631,1.5508928753690312,0.7816335782089319,1.6259186745790288,1.515628432712658,0.7913119234996525,0.16437848244517253,0.18421449866725054,0.09520390064180208,0.11909540032144539,0.23737042118403198,0.028178571872123644,0.6866050762027177,1.1310725120896394,0.3453617457457445,0.04653469506120977,0.06029419900527201,0.04707059601332044,0.007923686642828345,1.1207513388502996,0.8300429406268853,0.9867237146076677,1.0996348433449616,0.0819153384577101,0.10170866213677957,1.1928462799384618,0.29276861598032555,0.282289287555233,0.24353270595119408,0.20022416343942673,0.17724051251329465,0.1834968341537865,0.17710637502146234,0.2057491552851659,0.1587743890479568,0.09506261984742517,0.0758083221457855,0.0605830065108582,0.05881058718747464,0.057013468794386554,0.2350978866848179,0.126232301961204,0.06410474039215233,0.06928680447457738,0.03687250396875639,0.03288977767455631,0.0335001378623125,0.2761613257747177,1.0986863025724176,1.098683226308603,1.0986526034700599,0.0315655184773075,0.03637142957760561,0.039564392504534696,0.4786493784624317,1.1148088504486007,1.0765056114192382,3.5647750776657845,0.5548083128738454,1.1203147908521045,1.0810102820981071,1.1189466361001206,1.0932697672445446,1.1274841235248927,1.2246379085047439,1.1033356241924575,1.3080120605100598,1.1495821876836045,1.1365744068177732,1.0996665283291556,1.193049261645572,1.125797534652113,0.8093615239128631,1.10900982508596,1.0976451300282373,1.1000875661847858,1.1108854309026004,1.0987977866891936,1.1411276512469606,1.1117426476428658,1.0986866014286303,1.1517417295468924
9000,0.3592729153439904,0.2190055768244253,0.2528565295260917,1.5715181340204631,0.7825189215640457,1.6187612637169426,1.2801598372353364,0.7863869319053569,0.1421215740190636,0.1858198158627066,0.10152463489443318,0.08891517308567091,0.2218561962918378,0.02338634884162735,1.232739574767218,1.1029949240654948,0.2908799231986425,0.14790120356971118,0.025992702389712487,0.03466215433678645,0.00783299546506098,1.051788676463616,0.6584658608184183,0.9729881683362411,1.0995001044864168,0.2988975994608044,0.051710026140661794,0.7213963711265831,0.2901731395862456,0.2790758527298129,0.24087251639360915,0.19741384075846904,0.17461786631846798,0.18059748908991524,0.1724580858592131,0.20477951574425457,0.15324271664532915,0.08948918956838106,0.0700474963414725,0.05711775737321714,0.05629478682829509,0.05417963878586067,0.22891082142608662,0.12760594213047777,0.11666774517753233,0.08509008004202165,0.03557572772439873,0.03256477758851591,0.032742698813755584,0.2351121314759019,1.0986734021812694,1.0986749923835326,1.0986330388551442,0.03209978835213318,0.03355429807938016,0.03414846713939598,0.4967443102867019,1.114953930636709,1.0815112484039144,3.5755532859946335,0.544912479705214,1.1204554344748658,1.084134919063651,1.1188178076367603,1.0955984475372151,1.1239668703307761,1.1359214759554022,1.1037913134561672,1.310016119292589,1.14970337235444,1.1365652600334062,1.099395817014919,1.1929683853589663,1.1257831377071896,0.7541028315573722,1.1088420311710578,1.0980625147580263,1.0995014471678672,1.1108719348305653,1.0987826555224707,1.1408818390551023,1.1118003629284814,1.0986947014574124,1.1503619576248159
